781_126737_000000_000000	CHAPTER VIII	CHAPTER eight	true	20.625	21.82	20.044147
781_126737_000090_000004	Supremely wise in knowing his own powerlessness, Stevie was not wise enough to restrain his passions.	Supremely wise in knowing his own powerlessness, Stevie was not wise enough to restrain his passions.	true	2284.04	2291.29	17
781_126737_000090_000005	The tenderness of his universal charity had two phases as indissolubly joined and connected as the reverse and obverse sides of a medal.	The tenderness of his universal charity had two phases as indissolubly joined and connected as the reverse and obverse sides of a medal.	true	2291.33	2302.27	16
781_126737_000090_000006	The anguish of immoderate compassion was succeeded by the pain of an innocent but pitiless rage.	The anguish of immoderate compassion was succeeded by the pain of an innocent but pitiless rage.	true	2303.66	2310.34	15
781_126737_000090_000007	Those two states expressing themselves outwardly by the same signs of futile bodily agitation, his sister Winnie soothed his excitement without ever fathoming its twofold character.	Those two states expressing themselves outwardly by the same signs of futile bodily agitation, his sister Winnie soothed his excitement without ever fathoming its twofold character.	true	2310.89	2324.05	19.166569
781_126737_000090_000008	Mrs Verloc wasted no portion of this transient life in seeking for fundamental information.	Mrs Verloc wasted no portion of this transient life in seeking for fundamental information.	true	2324.81	2331.82	18
781_126737_000090_000009	This is a sort of economy having all the appearances and some of the advantages of prudence.	This is a sort of economy having all the appearances and some of the advantages of prudence.	true	2332.16	2338.36	17.025717
781_126737_000090_000010	Obviously it may be good for one not to know too much.	Obviously it may be good for one not to know too much.	true	2338.58	2342.85	19
781_126737_000090_000011	And such a view accords very well with constitutional indolence.	And such a view accords very well with constitutional indolence.	true	2342.85	2347.39	17
781_126737_000091_000000	On that evening on which it may be said that Mrs Verloc's mother having parted for good from her children had also departed this life, Winnie Verloc did not investigate her brother's psychology.	On that evening on which it may be said that Mrs Verloc's mother having parted for good from her children had also departed this life, Winnie Verloc did not investigate her brother's psychology.	true	2348.36	2360.86	15
781_126737_000091_000001	The poor boy was excited, of course.	The poor boy was excited, of course.	true	2361.02	2363.31	17
781_126737_000091_000002	After once more assuring the old woman on the threshold that she would know how to guard against the risk of Stevie losing himself for very long on his pilgrimages of filial piety, she took her brother's arm to walk away.	After once more assuring the old woman on the threshold that she would know how to guard against the risk of Stevie losing himself for very long on his pilgrimages of filial piety, she took her brother's arm to walk away.	false	2363.31	2378.74	16.571815
781_126737_000091_000003	Stevie did not even mutter to himself, but with the special sense of sisterly devotion developed in her earliest infancy, she felt that the boy was very much excited indeed.	Stevie did not even mutter to himself, but with the special sense of sisterly devotion developed in her earliest infancy, she felt that the boy was very much excited indeed.	true	2379.32	2391.28	15
781_126737_000091_000004	Holding tight to his arm, under the appearance of leaning on it, she thought of some words suitable to the occasion.	Holding tight to his arm, under the appearance of leaning on it, she thought of some words suitable to the occasion.	true	2391.77	2399.11	17.874743
781_126737_000092_000000	"Now, Stevie, you must look well after me at the crossings, and get first into the 'bus, like a good brother."	"Now, Stevie, you must look well after me at the crossings, and get first into the 'bus, like a good brother."	true	2399.84	2406.73	19
781_126737_000093_000000	This appeal to manly protection was received by Stevie with his usual docility.	This appeal to manly protection was received by Stevie with his usual docility.	true	2408.12	2414.17	15
781_126737_000093_000001	It flattered him.	It flattered him.	true	2414.3	2415.55	16.227406
781_126737_000093_000002	He raised his head and threw out his chest.	He raised his head and threw out his chest.	true	2415.62	2418.43	19.031284
781_126737_000094_000000	"Don't be nervous, Winnie.	"Don't be nervous, Winnie.	true	2419.37	2420.68	18.462791
781_126737_000094_000001	Mustn't be nervous!	Mustn't be nervous!	true	2420.68	2422.09	16
781_126737_000094_000002	'Bus all right," he answered in a brusque, slurring stammer partaking of the timorousness of a child and the resolution of a man.	'Bus all right," he answered in a brusque, slurring stammer partaking of the timorousness of a child and the resolution of a man.	true	2422.13	2431.66	17.795202
781_126737_000094_000003	He advanced fearlessly with the woman on his arm, but his lower lip dropped.	He advanced fearlessly with the woman on his arm, but his lower lip dropped.	true	2431.91	2436.73	19.848164
781_126737_000094_000004	Nevertheless, on the pavement of the squalid and wide thoroughfare, whose poverty in all the amenities of life stood foolishly exposed by a mad profusion of gas-lights, their resemblance to each other was so pronounced as to strike the casual passers-by.	Nevertheless, on the pavement of the squalid and wide thoroughfare, whose poverty in all the amenities of life stood foolishly exposed by a mad profusion of gas lights, their resemblance to each other was so pronounced as to strike the casual passers by.	true	2437.04	2454.52	17.823519
781_126737_000095_000000	Before the doors of the public-house at the corner, where the profusion of gas-light reached the height of positive wickedness, a four-wheeled cab standing by the curbstone with no one on the box, seemed cast out into the gutter on account of irremediable decay.	Before the doors of the public house at the corner, where the profusion of gas light reached the height of positive wickedness, a four wheeled cab standing by the curbstone with no one on the box, seemed cast out into the gutter on account of irremediable decay.	true	2456.45	2474.08	18.387537
781_126737_000095_000001	Mrs Verloc recognised the conveyance.	Mrs Verloc recognised the conveyance.	true	2474.96	2477.86	17.527351
781_126737_000095_000002	Its aspect was so profoundly lamentable, with such a perfection of grotesque misery and weirdness of macabre detail, as if it were the Cab of Death itself, that Mrs Verloc, with that ready compassion of a woman for a horse (when she is not sitting behind him), exclaimed vaguely:	Its aspect was so profoundly lamentable, with such a perfection of grotesque misery and weirdness of macabre detail, as if it were the Cab of Death itself, that Mrs Verloc, with that ready compassion of a woman for a horse (when she is not sitting behind him), exclaimed vaguely:	false	2477.96	2497	16
781_126737_000096_000000	"Poor brute!"	"Poor brute!"	true	2497.13	2498.53	19.628265
781_126737_000097_000000	Hanging back suddenly, Stevie inflicted an arresting jerk upon his sister.	Hanging back suddenly, Stevie inflicted an arresting jerk upon his sister.	true	2499.41	2504.32	15
781_126737_000098_000000	"Poor!	"Poor!	true	2504.33	2505.19	22.388502
781_126737_000098_000001	Poor!" he ejaculated appreciatively.	Poor!" he ejaculated appreciatively.	true	2505.2	2507.89	17.039576
781_126737_000098_000002	"Cabman poor too.	"Cabman poor too.	true	2508.14	2509.47	16
781_126737_000098_000003	He told me himself."	He told me himself."	true	2509.47	2510.98	16.965288
781_126737_000099_000000	The contemplation of the infirm and lonely steed overcame him.	The contemplation of the infirm and lonely steed overcame him.	true	2511.83	2516.05	12
781_126737_000099_000001	Jostled, but obstinate, he would remain there, trying to express the view newly opened to his sympathies of the human and equine misery in close association.	Jostled, but obstinate, he would remain there, trying to express the view newly opened to his sympathies of the human and equine misery in close association.	true	2516.24	2527.54	17
781_126737_000099_000002	But it was very difficult.	But it was very difficult.	true	2527.55	2529.16	19.119581
781_126737_000099_000003	"Poor brute, poor people!" was all he could repeat.	"Poor brute, poor people!" was all he could repeat.	true	2529.59	2533.12	19.939333
781_126737_000099_000004	It did not seem forcible enough, and he came to a stop with an angry splutter: "Shame!" Stevie was no master of phrases, and perhaps for that very reason his thoughts lacked clearness and precision.	It did not seem forcible enough, and he came to a stop with an angry splutter: "Shame!" Stevie was no master of phrases, and perhaps for that very reason his thoughts lacked clearness and precision.	true	2533.12	2548.09	18.498886
781_126737_000099_000005	But he felt with greater completeness and some profundity. That little word contained all his sense of indignation and horror at one sort of wretchedness having to feed upon the anguish of the other--at the poor cabman beating the poor horse in the name, as it were, of his poor kids at home.	But he felt with greater completeness and some profundity. That little word contained all his sense of indignation and horror at one sort of wretchedness having to feed upon the anguish of the other-at the poor cabman beating the poor horse in the name, as it were, of his poor kids at home.	true	2548.13	2568.88	17.406826
781_126737_000099_000006	And Stevie knew what it was to be beaten.	And Stevie knew what it was to be beaten.	true	2568.89	2571.32	14
781_126737_000099_000007	He knew it from experience.	He knew it from experience.	true	2571.32	2573.26	20.527796
781_126737_000099_000008	It was a bad world.	It was a bad world.	true	2573.26	2575.28	16.626793
781_126737_000099_000009	Bad! Bad!	Bad! Bad!	true	2575.28	2576.77	17.288774
781_126737_000100_000000	Mrs Verloc, his only sister, guardian, and protector, could not pretend to such depths of insight.	Mrs Verloc, his only sister, guardian, and protector, could not pretend to such depths of insight.	true	2578.52	2585.53	20.014488
781_126737_000100_000001	Moreover, she had not experienced the magic of the cabman's eloquence.	Moreover, she had not experienced the magic of the cabman's eloquence.	true	2585.63	2590.54	19.336504
781_126737_000100_000002	She was in the dark as to the inwardness of the word "Shame." And she said placidly:	She was in the dark as to the inwardness of the word "Shame." And she said placidly:	true	2590.61	2596.15	18
781_126737_000101_000000	"Come along, Stevie.	"Come along, Stevie.	true	2596.37	2597.57	19.049774
781_126737_000101_000001	You can't help that."	You can't help that."	true	2597.57	2598.88	19.363445
781_126737_000102_000000	The docile Stevie went along; but now he went along without pride, shamblingly, and muttering half words, and even words that would have been whole if they had not been made up of halves that did not belong to each other.	The docile Stevie went along; but now he went along without pride, shamblingly, and muttering half words, and even words that would have been whole if they had not been made up of halves that did not belong to each other.	true	2599.64	2612.95	13
781_126737_000102_000001	It was as though he had been trying to fit all the words he could remember to his sentiments in order to get some sort of corresponding idea.	It was as though he had been trying to fit all the words he could remember to his sentiments in order to get some sort of corresponding idea.	false	2613.11	2622.88	15
781_126737_000102_000002	And, as a matter of fact, he got it at last.	And, as a matter of fact, he got it at last.	true	2622.89	2625.94	18.719154
781_126737_000102_000003	He hung back to utter it at once.	He hung back to utter it at once.	true	2626.28	2628.88	20
781_126737_000103_000000	"Bad world for poor people."	"Bad world for poor people."	true	2629.22	2631.43	20.034582
781_126737_000104_000000	Directly he had expressed that thought he became aware that it was familiar to him already in all its consequences.	Directly he had expressed that thought he became aware that it was familiar to him already in all its consequences.	true	2633.18	2641.3	19
781_126737_000104_000001	This circumstance strengthened his conviction immensely, but also augmented his indignation.	This circumstance strengthened his conviction immensely, but also augmented his indignation.	true	2641.31	2648.17	15
781_126737_000104_000002	Somebody, he felt, ought to be punished for it--punished with great severity.	Somebody, he felt, ought to be punished for it-punished with great severity.	true	2648.36	2653.9	20.471508
781_126737_000104_000003	Being no sceptic, but a moral creature, he was in a manner at the mercy of his righteous passions.	Being no sceptic, but a moral creature, he was in a manner at the mercy of his righteous passions.	true	2654.03	2660.23	17
781_126737_000105_000000	"Beastly!" he added concisely.	"Beastly!" he added concisely.	true	2660.57	2663.41	20.851114
781_126737_000106_000000	It was clear to Mrs Verloc that he was greatly excited.	It was clear to Mrs Verloc that he was greatly excited.	true	2663.84	2667.85	20.389082
781_126737_000107_000000	"Nobody can help that," she said.	"Nobody can help that," she said.	true	2668.1	2670.09	19
781_126737_000107_000001	"Do come along.	"Do come along.	true	2670.09	2671.27	20.084835
781_126737_000107_000002	Is that the way you're taking care of me?"	Is that the way you're taking care of me?"	true	2671.37	2673.49	18
781_126737_000108_000000	Stevie mended his pace obediently.	Stevie mended his pace obediently.	true	2674.01	2676.85	19
781_126737_000108_000001	He prided himself on being a good brother.	He prided himself on being a good brother.	true	2676.89	2679.7	19
781_126737_000108_000002	His morality, which was very complete, demanded that from him. Yet he was pained at the information imparted by his sister Winnie who was good.	His morality, which was very complete, demanded that from him. Yet he was pained at the information imparted by his sister Winnie who was good.	true	2679.92	2689.69	18
781_126737_000108_000003	Nobody could help that!	Nobody could help that!	true	2690.45	2691.97	18.409859
781_126737_000108_000004	He came along gloomily, but presently he brightened up.	He came along gloomily, but presently he brightened up.	true	2692.79	2696.49	15.692303
781_126737_000108_000005	Like the rest of mankind, perplexed by the mystery of the universe, he had his moments of consoling trust in the organised powers of the earth.	Like the rest of mankind, perplexed by the mystery of the universe, he had his moments of consoling trust in the organised powers of the earth.	true	2696.49	2706.16	16
781_126737_000109_000000	"Police," he suggested confidently.	"Police," he suggested confidently.	true	2706.62	2710	16.385277
781_126737_000110_000000	"The police aren't for that," observed Mrs Verloc cursorily, hurrying on her way.	"The police aren't for that," observed Mrs Verloc cursorily, hurrying on her way.	true	2710.19	2716.27	15
781_126737_000111_000000	Stevie's face lengthened considerably.	Stevie's face lengthened considerably.	true	2717	2719.56	15
781_126737_000111_000001	He was thinking.	He was thinking.	true	2719.56	2720.56	14
781_126737_000111_000002	The more intense his thinking, the slacker was the droop of his lower jaw.	The more intense his thinking, the slacker was the droop of his lower jaw.	true	2720.69	2724.97	15
781_126737_000112_000000	And it was with an aspect of hopeless vacancy that he gave up his intellectual enterprise.	And it was with an aspect of hopeless vacancy that he gave up his intellectual enterprise.	true	2725.1	2731.45	19
781_126737_000113_000000	"Not for that?" he mumbled, resigned but surprised.	"Not for that?" he mumbled, resigned but surprised.	true	2732.63	2736.58	19.057222
781_126737_000113_000001	"Not for that?" He had formed for himself an ideal conception of the metropolitan police as a sort of benevolent institution for the suppression of evil.	"Not for that?" He had formed for himself an ideal conception of the metropolitan police as a sort of benevolent institution for the suppression of evil.	false	2736.65	2748.48	17.481516
781_126737_000113_000002	The notion of benevolence especially was very closely associated with his sense of the power of the men in blue.	The notion of benevolence especially was very closely associated with his sense of the power of the men in blue.	true	2748.48	2756.59	17.394484
781_126737_000113_000003	He had liked all police constables tenderly, with a guileless trustfulness.	He had liked all police constables tenderly, with a guileless trustfulness.	true	2757.44	2762.37	20.285942
781_126737_000113_000004	And he was pained.	And he was pained.	true	2762.37	2763.67	18.77774
781_126737_000113_000005	He was irritated, too, by a suspicion of duplicity in the members of the force. For Stevie was frank and as open as the day himself.	He was irritated, too, by a suspicion of duplicity in the members of the force. For Stevie was frank and as open as the day himself.	true	2763.68	2773.49	19.41609
781_126737_000113_000006	What did they mean by pretending then?	What did they mean by pretending then?	true	2773.49	2775.97	15
781_126737_000113_000007	Unlike his sister, who put her trust in face values, he wished to go to the bottom of the matter.	Unlike his sister, who put her trust in face values, he wished to go to the bottom of the matter.	true	2777.12	2784.22	19.969517
781_126737_000113_000008	He carried on his inquiry by means of an angry challenge.	He carried on his inquiry by means of an angry challenge.	true	2784.35	2788.51	14.156271
781_126737_000114_000000	"What for are they then, Winn?	"What for are they then, Winn?	true	2789.36	2791.18	17.204025
781_126737_000114_000001	What are they for?	What are they for?	true	2791.22	2792.28	15.678367
781_126737_000114_000002	Tell me."	Tell me."	true	2792.28	2793.07	19.323942
781_126737_000115_000000	Winnie disliked controversy.	Winnie disliked controversy.	true	2793.95	2795.93	15
781_126737_000115_000001	But fearing most a fit of black depression consequent on Stevie missing his mother very much at first, she did not altogether decline the discussion.	But fearing most a fit of black depression consequent on Stevie missing his mother very much at first, she did not altogether decline the discussion.	true	2795.93	2806.72	17.966661
781_126737_000115_000002	Guiltless of all irony, she answered yet in a form which was not perhaps unnatural in the wife of Mr Verloc, Delegate of the Central Red Committee, personal friend of certain anarchists, and a votary of social revolution.	Guiltless of all irony, she answered yet in a form which was not perhaps unnatural in the wife of Mr Verloc, Delegate of the Central Red Committee, personal friend of certain anarchists, and a votary of social revolution.	false	2806.82	2822.95	17
781_126737_000116_000000	"Don't you know what the police are for, Stevie?	"Don't you know what the police are for, Stevie?	true	2823.86	2826.49	18
781_126737_000116_000001	They are there so that them as have nothing shouldn't take anything away from them who have."	They are there so that them as have nothing shouldn't take anything away from them who have."	true	2826.95	2833.18	18
781_126737_000117_000000	She avoided using the verb "to steal," because it always made her brother uncomfortable.	She avoided using the verb "to steal," because it always made her brother uncomfortable.	true	2834.24	2839.6	15.536776
781_126737_000117_000001	For Stevie was delicately honest.	For Stevie was delicately honest.	true	2839.85	2842.27	17.144709
781_126737_000117_000002	Certain simple principles had been instilled into him so anxiously (on account of his "queerness") that the mere names of certain transgressions filled him with horror.	Certain simple principles had been instilled into him so anxiously (on account of his "queerness") that the mere names of certain transgressions filled him with horror.	true	2842.37	2853.61	17
781_126737_000117_000003	He had been always easily impressed by speeches.	He had been always easily impressed by speeches.	true	2853.71	2857.11	19
781_126737_000117_000004	He was impressed and startled now, and his intelligence was very alert.	He was impressed and startled now, and his intelligence was very alert.	true	2857.11	2862.22	20.023237
781_126737_000118_000000	"What?" he asked at once anxiously.	"What?" he asked at once anxiously.	true	2863.16	2866.6	18.539948
781_126737_000118_000001	"Not even if they were hungry? Mustn't they?"	"Not even if they were hungry? Mustn't they?"	false	2866.67	2870.28	19.153542
781_126737_000119_000000	The two had paused in their walk.	The two had paused in their walk.	true	2870.28	2872.51	19.968145
781_126737_000120_000000	"Not if they were ever so," said Mrs Verloc, with the equanimity of a person untroubled by the problem of the distribution of wealth, and exploring the perspective of the roadway for an omnibus of the right colour.	"Not if they were ever so," said Mrs Verloc, with the equanimity of a person untroubled by the problem of the distribution of wealth, and exploring the perspective of the roadway for an omnibus of the right colour.	false	2872.64	2887.78	18.108765
781_126737_000120_000001	"Certainly not.	"Certainly not.	true	2887.94	2889.16	22.107668
781_126737_000120_000002	But what's the use of talking about all that? You aren't ever hungry."	But what's the use of talking about all that? You aren't ever hungry."	true	2889.16	2893.9	18.668406
781_126737_000121_000000	She cast a swift glance at the boy, like a young man, by her side.	She cast a swift glance at the boy, like a young man, by her side.	true	2894.63	2899.18	18.585718
781_126737_000121_000001	She saw him amiable, attractive, affectionate, and only a little, a very little, peculiar.	She saw him amiable, attractive, affectionate, and only a little, a very little, peculiar.	true	2899.43	2905.69	14
781_126737_000121_000002	And she could not see him otherwise, for he was connected with what there was of the salt of passion in her tasteless life--the passion of indignation, of courage, of pity, and even of self-sacrifice.	And she could not see him otherwise, for he was connected with what there was of the salt of passion in her tasteless life-the passion of indignation, of courage, of pity, and even of self sacrifice.	true	2905.76	2920.69	18.379162
781_126737_000121_000003	She did not add: "And you aren't likely ever to be as long as I live." But she might very well have done so, since she had taken effectual steps to that end.	She did not add: "And you aren't likely ever to be as long as I live." But she might very well have done so, since she had taken effectual steps to that end.	true	2920.88	2931.4	16
781_126737_000121_000004	Mr Verloc was a very good husband. It was her honest impression that nobody could help liking the boy.	Mr Verloc was a very good husband. It was her honest impression that nobody could help liking the boy.	true	2931.83	2939.04	18.213875
781_126737_000121_000005	She cried out suddenly:	She cried out suddenly:	true	2939.04	2940.79	19.518385
781_126737_000122_000000	"Quick, Stevie.	"Quick, Stevie.	true	2940.83	2941.84	19.648733
781_126737_000122_000001	Stop that green 'bus."	Stop that green 'bus."	true	2941.84	2943.4	20.479086
781_126737_000123_000000	And Stevie, tremulous and important with his sister Winnie on his arm, flung up the other high above his head at the approaching 'bus, with complete success.	And Stevie, tremulous and important with his sister Winnie on his arm, flung up the other high above his head at the approaching 'bus, with complete success.	true	2944.13	2954.77	18.446405
781_126737_000124_000000	An hour afterwards Mr Verloc raised his eyes from a newspaper he was reading, or at any rate looking at, behind the counter, and in the expiring clatter of the door-bell beheld Winnie, his wife, enter and cross the shop on her way upstairs, followed by Stevie, his brother-in-law.	An hour afterwards Mr Verloc raised his eyes from a newspaper he was reading, or at any rate looking at, behind the counter, and in the expiring clatter of the door bell beheld Winnie, his wife, enter and cross the shop on her way upstairs, followed by Stevie, his brother in law.	true	2957.21	2976.07	19
781_126737_000124_000001	The sight of his wife was agreeable to Mr Verloc.	The sight of his wife was agreeable to Mr Verloc.	true	2976.71	2979.76	16
781_126737_000124_000002	It was his idiosyncrasy.	It was his idiosyncrasy.	true	2979.76	2981.62	16
781_126737_000124_000003	The figure of his brother-in-law remained imperceptible to him because of the morose thoughtfulness that lately had fallen like a veil between Mr Verloc and the appearances of the world of senses.	The figure of his brother in law remained imperceptible to him because of the morose thoughtfulness that lately had fallen like a veil between Mr Verloc and the appearances of the world of senses.	true	2982.05	2994.52	16.042511
781_126737_000124_000004	He looked after his wife fixedly, without a word, as though she had been a phantom.	He looked after his wife fixedly, without a word, as though she had been a phantom.	true	2995.31	3001.18	17.91683
781_126737_000124_000005	His voice for home use was husky and placid, but now it was heard not at all.	His voice for home use was husky and placid, but now it was heard not at all.	true	3001.76	3007.99	18
781_126737_000124_000006	It was not heard at supper, to which he was called by his wife in the usual brief manner: "Adolf." He sat down to consume it without conviction, wearing his hat pushed far back on his head.	It was not heard at supper, to which he was called by his wife in the usual brief manner: "Adolf." He sat down to consume it without conviction, wearing his hat pushed far back on his head.	true	3008.24	3021.67	18.492516
781_126737_000124_000007	It was not devotion to an outdoor life, but the frequentation of foreign cafes which was responsible for that habit, investing with a character of unceremonious impermanency Mr Verloc's steady fidelity to his own fireside.	It was not devotion to an outdoor life, but the frequentation of foreign cafes which was responsible for that habit, investing with a character of unceremonious impermanency Mr Verloc's steady fidelity to his own fireside.	true	3021.83	3038.89	18.18988
781_126737_000124_000008	Twice at the clatter of the cracked bell he arose without a word, disappeared into the shop, and came back silently. During these absences Mrs Verloc, becoming acutely aware of the vacant place at her right hand, missed her mother very much, and stared stonily; while Stevie, from the same reason, kept on shuffling his feet, as though the floor under the table were uncomfortably hot.	Twice at the clatter of the cracked bell he arose without a word, disappeared into the shop, and came back silently. During these absences Mrs Verloc, becoming acutely aware of the vacant place at her right hand, missed her mother very much, and stared stonily; while Stevie, from the same reason, kept on shuffling his feet, as though the floor under the table were uncomfortably hot.	true	3039.62	3069.67	18.125753
781_126737_000124_000009	When Mr Verloc returned to sit in his place, like the very embodiment of silence, the character of Mrs Verloc's stare underwent a subtle change, and Stevie ceased to fidget with his feet, because of his great and awed regard for his sister's husband.	When Mr Verloc returned to sit in his place, like the very embodiment of silence, the character of Mrs Verloc's stare underwent a subtle change, and Stevie ceased to fidget with his feet, because of his great and awed regard for his sister's husband.	false	3070.82	3088.09	17
781_126737_000124_000010	He directed at him glances of respectful compassion.	He directed at him glances of respectful compassion.	true	3088.52	3092.17	18
781_126737_000124_000011	Mr Verloc was sorry.	Mr Verloc was sorry.	true	3092.6	3094.27	18
781_126737_000124_000012	His sister Winnie had impressed upon him (in the omnibus) that Mr Verloc would be found at home in a state of sorrow, and must not be worried.	His sister Winnie had impressed upon him (in the omnibus) that Mr Verloc would be found at home in a state of sorrow, and must not be worried.	true	3094.58	3104.41	18.590046
781_126737_000124_000013	His father's anger, the irritability of gentlemen lodgers, and Mr Verloc's predisposition to immoderate grief, had been the main sanctions of Stevie's self-restraint.	His father's anger, the irritability of gentlemen lodgers, and Mr Verloc's predisposition to immoderate grief, had been the main sanctions of Stevie's self restraint.	true	3104.69	3117.25	18.517515
781_126737_000124_000014	Of these sentiments, all easily provoked, but not always easy to understand, the last had the greatest moral efficiency--because Mr Verloc was _good_. His mother and his sister had established that ethical fact on an unshakable foundation.	Of these sentiments, all easily provoked, but not always easy to understand, the last had the greatest moral efficiency-because Mr Verloc was underscore good underscore. His mother and his sister had established that ethical fact on an unshakable foundation.	false	3117.68	3134.41	19.152567
781_126737_000124_000015	They had established, erected, consecrated it behind Mr Verloc's back, for reasons that had nothing to do with abstract morality.	They had established, erected, consecrated it behind Mr Verloc's back, for reasons that had nothing to do with abstract morality.	true	3134.87	3143.13	17
781_126737_000124_000016	And Mr Verloc was not aware of it.	And Mr Verloc was not aware of it.	true	3143.13	3145.87	19.176998
781_126737_000124_000017	It is but bare justice to him to say that he had no notion of appearing good to Stevie.	It is but bare justice to him to say that he had no notion of appearing good to Stevie.	true	3146.03	3153.13	18.912947
781_126737_000124_000018	Yet so it was.	Yet so it was.	true	3153.29	3154.87	20.356724
781_126737_000124_000019	He was even the only man so qualified in Stevie's knowledge, because the gentlemen lodgers had been too transient and too remote to have anything very distinct about them but perhaps their boots; and as regards the disciplinary measures of his father, the desolation of his mother and sister shrank from setting up a theory of goodness before the victim.	He was even the only man so qualified in Stevie's knowledge, because the gentlemen lodgers had been too transient and too remote to have anything very distinct about them but perhaps their boots; and as regards the disciplinary measures of his father, the desolation of his mother and sister shrank from setting up a theory of goodness before the victim.	true	3155.84	3179.44	17.430532
781_126737_000124_000020	It would have been too cruel.	It would have been too cruel.	true	3179.99	3181.7	16.305546
781_126737_000124_000021	And it was even possible that Stevie would not have believed them.	And it was even possible that Stevie would not have believed them.	true	3181.7	3185.7	12
781_126737_000124_000022	As far as Mr Verloc was concerned, nothing could stand in the way of Stevie's belief.	As far as Mr Verloc was concerned, nothing could stand in the way of Stevie's belief.	true	3185.7	3191.5	18
781_126737_000124_000023	Mr Verloc was obviously yet mysteriously _good_.	Mr Verloc was obviously yet mysteriously underscore good underscore.	false	3191.96	3196.08	19.304203
781_126737_000124_000024	And the grief of a good man is august.	And the grief of a good man is august.	true	3196.08	3199.09	19.139132
781_126737_000125_000000	Stevie gave glances of reverential compassion to his brother-in-law.	Stevie gave glances of reverential compassion to his brother in law.	true	3200.87	3205.27	13
781_126737_000125_000001	Mr Verloc was sorry.	Mr Verloc was sorry.	true	3205.43	3207.22	20
781_126737_000125_000002	The brother of Winnie had never before felt himself in such close communion with the mystery of that man's goodness.	The brother of Winnie had never before felt himself in such close communion with the mystery of that man's goodness.	true	3207.53	3214.84	16.817072
781_126737_000125_000003	It was an understandable sorrow.	It was an understandable sorrow.	true	3215.03	3217.47	16
781_126737_000125_000004	And Stevie himself was sorry.	And Stevie himself was sorry.	true	3217.47	3219.43	12
781_126737_000125_000005	He was very sorry. The same sort of sorrow.	He was very sorry. The same sort of sorrow.	true	3219.43	3222.79	16
781_126737_000125_000006	And his attention being drawn to this unpleasant state, Stevie shuffled his feet.	And his attention being drawn to this unpleasant state, Stevie shuffled his feet.	true	3223.1	3228.73	16.841412
781_126737_000125_000007	His feelings were habitually manifested by the agitation of his limbs.	His feelings were habitually manifested by the agitation of his limbs.	true	3228.83	3233.86	17
781_126737_000126_000000	"Keep your feet quiet, dear," said Mrs Verloc, with authority and tenderness; then turning towards her husband in an indifferent voice, the masterly achievement of instinctive tact: "Are you going out to-night?" she asked.	"Keep your feet quiet, dear," said Mrs Verloc, with authority and tenderness; then turning towards her husband in an indifferent voice, the masterly achievement of instinctive tact: "Are you going out to night?" she asked.	false	3234.14	3249.94	17.284212
781_126737_000127_000000	The mere suggestion seemed repugnant to Mr Verloc.	The mere suggestion seemed repugnant to Mr Verloc.	true	3250.55	3253.97	17.915731
781_126737_000127_000001	He shook his head moodily, and then sat still with downcast eyes, looking at the piece of cheese on his plate for a whole minute.	He shook his head moodily, and then sat still with downcast eyes, looking at the piece of cheese on his plate for a whole minute.	true	3253.97	3263.08	18
781_126737_000127_000002	At the end of that time he got up, and went out--went right out in the clatter of the shop-door bell. He acted thus inconsistently, not from any desire to make himself unpleasant, but because of an unconquerable restlessness.	At the end of that time he got up, and went out-went right out in the clatter of the shop door bell. He acted thus inconsistently, not from any desire to make himself unpleasant, but because of an unconquerable restlessness.	true	3263.24	3279.22	17
781_126737_000127_000003	It was no earthly good going out.	It was no earthly good going out.	true	3279.74	3282.07	15
781_126737_000127_000004	He could not find anywhere in London what he wanted.	He could not find anywhere in London what he wanted.	true	3282.07	3285.24	15
781_126737_000127_000005	But he went out.	But he went out.	true	3285.24	3286.33	19.95644
781_126737_000127_000006	He led a cortege of dismal thoughts along dark streets, through lighted streets, in and out of two flash bars, as if in a half-hearted attempt to make a night of it, and finally back again to his menaced home, where he sat down fatigued behind the counter, and they crowded urgently round him, like a pack of hungry black hounds.	He led a cortege of dismal thoughts along dark streets, through lighted streets, in and out of two flash bars, as if in a half hearted attempt to make a night of it, and finally back again to his menaced home, where he sat down fatigued behind the counter, and they crowded urgently round him, like a pack of hungry black hounds.	false	3286.4	3309.94	18
781_126737_000127_000007	After locking up the house and putting out the gas he took them upstairs with him--a dreadful escort for a man going to bed.	After locking up the house and putting out the gas he took them upstairs with him-a dreadful escort for a man going to bed.	true	3311.45	3319.36	18.324553
781_126737_000127_000008	His wife had preceded him some time before, and with her ample form defined vaguely under the counterpane, her head on the pillow, and a hand under the cheek offered to his distraction the view of early drowsiness arguing the possession of an equable soul.	His wife had preceded him some time before, and with her ample form defined vaguely under the counterpane, her head on the pillow, and a hand under the cheek offered to his distraction the view of early drowsiness arguing the possession of an equable soul.	true	3319.58	3338.53	16.17578
781_126737_000127_000009	Her big eyes stared wide open, inert and dark against the snowy whiteness of the linen.	Her big eyes stared wide open, inert and dark against the snowy whiteness of the linen.	true	3339.02	3345.28	17
781_126737_000127_000010	She did not move.	She did not move.	true	3345.53	3346.48	13
781_126737_000128_000000	She had an equable soul.	She had an equable soul.	true	3347.15	3348.86	17
