8195_117382_000000_000000	Chapter 2	Chapter two	false	0.6	16.47	23.430038
8195_117382_000059_000000	There was an hour of angry recrimination before sweet peace brooded again in Rainbow Bottom.	There was an hour of angry recrimination before sweet peace brooded again in Rainbow Bottom.	false	2206.07	2213.47	19.808113
8195_117382_000059_000001	The newly mated pair finally made up; the females speedily resumed their coquetting, and forgot the captivating stranger--all save the poor little one that had been kissed by accident.	The newly mated pair finally made up; the females speedily resumed their coquetting, and forgot the captivating stranger-all save the poor little one that had been kissed by accident.	true	2214.2	2228.32	20.89936
8195_117382_000059_000002	She never had been kissed before, and never had expected that she would be, for she was a creature of many misfortunes of every nature.	She never had been kissed before, and never had expected that she would be, for she was a creature of many misfortunes of every nature.	false	2228.42	2237.65	21.739834
8195_117382_000060_000000	She had been hatched from a fifth egg to begin with; and every one knows the disadvantage of beginning life with four sturdy older birds on top of one.	She had been hatched from a fifth egg to begin with; and every one knows the disadvantage of beginning life with four sturdy older birds on top of one.	true	2238.59	2247.97	21.22964
8195_117382_000060_000001	It was a meager egg, and a feeble baby that pipped its shell.	It was a meager egg, and a feeble baby that pipped its shell.	true	2248.49	2253.61	20.04748
8195_117382_000060_000002	The remainder of the family stood and took nearly all the food so that she almost starved in the nest, and she never really knew the luxury of a hearty meal until her elders had flown.	The remainder of the family stood and took nearly all the food so that she almost starved in the nest, and she never really knew the luxury of a hearty meal until her elders had flown.	true	2254.58	2266.96	20.501272
8195_117382_000060_000003	That lasted only a few days; for the others went then, and their parents followed them so far afield that the poor little soul, clamouring alone in the nest, almost perished.	That lasted only a few days; for the others went then, and their parents followed them so far afield that the poor little soul, clamouring alone in the nest, almost perished.	false	2267.54	2279.5	20.872896
8195_117382_000060_000004	Hunger-driven, she climbed to the edge and exercised her wings until she managed some sort of flight to a neighbouring bush. She missed the twig and fell to the ground, where she lay cold and shivering.	Hunger driven, she climbed to the edge and exercised her wings until she managed some sort of flight to a neighbouring bush. She missed the twig and fell to the ground, where she lay cold and shivering.	true	2279.57	2294.2	21.853674
8195_117382_000061_000000	She cried pitifully, and was almost dead when a brown-faced, barefoot boy, with a fishing-pole on his shoulder, passed and heard her.	She cried pitifully, and was almost dead when a brown faced, barefoot boy, with a fishing pole on his shoulder, passed and heard her.	true	2294.66	2304.7	20.538862
8195_117382_000062_000000	"Poor little thing, you are almost dead," he said.	"Poor little thing, you are almost dead," he said.	true	2305.31	2308.51	23.037302
8195_117382_000062_000001	"I know what I'll do with you.	"I know what I'll do with you.	true	2308.79	2310.46	20.709427
8195_117382_000062_000002	I'll take you over and set you in the bushes where I heard those other redbirds, and then your ma will feed you."	I'll take you over and set you in the bushes where I heard those other redbirds, and then your ma will feed you."	true	2310.56	2317.42	20.253405
8195_117382_000063_000000	The boy turned back and carefully set her on a limb close to one of her brothers, and there she got just enough food to keep her alive.	The boy turned back and carefully set her on a limb close to one of her brothers, and there she got just enough food to keep her alive.	false	2318	2326.27	21.196596
8195_117382_000064_000000	So her troubles continued.	So her troubles continued.	true	2326.88	2328.82	22.816952
8195_117382_000064_000001	Once a squirrel chased her, and she saved herself by crowding into a hole so small her pursuer could not follow. The only reason she escaped a big blue racer when she went to take her first bath, was that a hawk had his eye on the snake and snapped it up at just the proper moment to save the poor, quivering little bird.	Once a squirrel chased her, and she saved herself by crowding into a hole so small her pursuer could not follow. The only reason she escaped a big blue racer when she went to take her first bath, was that a hawk had his eye on the snake and snapped it up at just the proper moment to save the poor, quivering little bird.	false	2328.92	2350.09	22.317837
8195_117382_000064_000002	She was left so badly frightened that she could not move for a long time.	She was left so badly frightened that she could not move for a long time.	true	2350.79	2355.31	21.287367
8195_117382_000065_000000	All the tribulations of birdland fell to her lot.	All the tribulations of birdland fell to her lot.	true	2355.41	2359	20.806692
8195_117382_000065_000001	She was so frail and weak she lost her family in migration, and followed with some strangers that were none too kind.	She was so frail and weak she lost her family in migration, and followed with some strangers that were none too kind.	true	2359.16	2367.16	21.135237
8195_117382_000065_000002	Life in the South had been full of trouble. Once a bullet grazed her so closely she lost two of her wing quills, and that made her more timid than ever.	Life in the South had been full of trouble. Once a bullet grazed her so closely she lost two of her wing quills, and that made her more timid than ever.	true	2367.47	2377.27	21.220453
8195_117382_000065_000003	Coming North, she had given out again and finally had wandered into Rainbow Bottom, lost and alone.	Coming North, she had given out again and finally had wandered into Rainbow Bottom, lost and alone.	true	2378.03	2385.16	18.556227
8195_117382_000066_000000	She was such a shy, fearsome little body, the females all flouted her; and the males never seemed to notice that there was material in her for a very fine mate.	She was such a shy, fearsome little body, the females all flouted her; and the males never seemed to notice that there was material in her for a very fine mate.	true	2385.53	2396.2	20.88682
8195_117382_000066_000001	Every other female cardinal in Rainbow Bottom had several males courting her, but this poor, frightened, lonely one had never a suitor; and she needed love so badly!	Every other female cardinal in Rainbow Bottom had several males courting her, but this poor, frightened, lonely one had never a suitor; and she needed love so badly!	true	2396.75	2409.01	20.384129
8195_117382_000066_000002	Now she had been kissed by this magnificent stranger!	Now she had been kissed by this magnificent stranger!	true	2409.5	2413.54	21.288214
8195_117382_000067_000000	Of course, she knew it really was not her kiss.	Of course, she knew it really was not her kiss.	false	2414.93	2419.14	20.682133
8195_117382_000067_000001	He had intended it for the bold creature that had answered his challenge, but since it came to her, it was hers, in a way, after all.	He had intended it for the bold creature that had answered his challenge, but since it came to her, it was hers, in a way, after all.	true	2419.14	2428.6	21.875874
8195_117382_000067_000002	She hid in the underbrush for the remainder of the day, and was never so frightened in all her life. She brooded over it constantly, and morning found her at the down curve of the horseshoe, straining her ears for the rarest note she ever had heard.	She hid in the underbrush for the remainder of the day, and was never so frightened in all her life. She brooded over it constantly, and morning found her at the down curve of the horseshoe, straining her ears for the rarest note she ever had heard.	false	2429.6	2445.79	19.59411
8195_117382_000067_000003	All day she hid and waited, and the following days were filled with longing, but he never came again.	All day she hid and waited, and the following days were filled with longing, but he never came again.	true	2446.79	2453.98	20.695091
8195_117382_000068_000000	So one morning, possessed with courage she did not understand, and filled with longing that drove her against her will, she started down the river.	So one morning, possessed with courage she did not understand, and filled with longing that drove her against her will, she started down the river.	false	2455.91	2464.48	20.161322
8195_117382_000068_000001	For miles she sneaked through the underbrush, and watched and listened; until at last night came, and she returned to Rainbow Bottom.	For miles she sneaked through the underbrush, and watched and listened; until at last night came, and she returned to Rainbow Bottom.	true	2464.61	2473.66	21.090096
8195_117382_000068_000002	The next morning she set out early and flew to the spot from which she had turned back the night before.	The next morning she set out early and flew to the spot from which she had turned back the night before.	false	2474.36	2480.29	21.331629
8195_117382_000068_000003	From there she glided through the bushes and underbrush, trembling and quaking, yet pushing stoutly onward, straining her ears for some note of the brilliant stranger's.	From there she glided through the bushes and underbrush, trembling and quaking, yet pushing stoutly onward, straining her ears for some note of the brilliant stranger's.	true	2480.42	2491.57	21.633184
8195_117382_000069_000000	It was mid-forenoon when she reached the region of the sumac, and as she hopped warily along, only a short distance from her, full and splendid, there burst the voice of the singer for whom she was searching.	It was mid forenoon when she reached the region of the sumac, and as she hopped warily along, only a short distance from her, full and splendid, there burst the voice of the singer for whom she was searching.	false	2492.03	2507.62	19.293602
8195_117382_000069_000001	She sprang into air, and fled a mile before she realized that she was flying.	She sprang into air, and fled a mile before she realized that she was flying.	true	2508.86	2514.82	20.720736
8195_117382_000069_000002	Then she stopped and listened, and rolling with the river, she heard those bold true tones.	Then she stopped and listened, and rolling with the river, she heard those bold true tones.	true	2515.52	2523.19	21.463684
8195_117382_000069_000003	Close to earth, she went back again, to see if, unobserved, she could find a spot where she might watch the stranger that had kissed her.	Close to earth, she went back again, to see if, unobserved, she could find a spot where she might watch the stranger that had kissed her.	false	2524.1	2532.97	21.277205
8195_117382_000069_000004	When at last she reached a place where she could see him plainly, his beauty was so bewildering, and his song so enticing that she gradually hopped closer and closer without knowing she was moving.	When at last she reached a place where she could see him plainly, his beauty was so bewildering, and his song so enticing that she gradually hopped closer and closer without knowing she was moving.	false	2534.24	2549.29	19.870886
8195_117382_000070_000000	High in the sumac the Cardinal had sung until his throat was parched, and the fountain of hope was almost dry.	High in the sumac the Cardinal had sung until his throat was parched, and the fountain of hope was almost dry.	true	2549.66	2556.25	21.663912
8195_117382_000070_000001	There was nothing save defeat from overwhelming numbers in Rainbow Bottom.	There was nothing save defeat from overwhelming numbers in Rainbow Bottom.	true	2556.92	2561.37	18.401579
8195_117382_000070_000002	He had paraded, and made all the music he ever had been taught, and improvised much more.	He had paraded, and made all the music he ever had been taught, and improvised much more.	false	2561.37	2566.66	23.113752
8195_117382_000070_000003	Yet no one had come to seek him.	Yet no one had come to seek him.	true	2566.66	2568.94	22.219995
8195_117382_000070_000004	Was it of necessity to be the Limberlost then?	Was it of necessity to be the Limberlost then?	false	2569.46	2573.55	21.032396
8195_117382_000070_000005	This one day more he would retain his dignity and his location. He tipped, tilted, and flirted.	This one day more he would retain his dignity and his location. He tipped, tilted, and flirted.	false	2573.55	2581.63	23.202473
8195_117382_000070_000006	He whistled, and sang, and trilled. Over the lowland and up and down the shining river, ringing in every change he could invent, he sent for the last time his prophetic message, "Wet year!	He whistled, and sang, and trilled. Over the lowland and up and down the shining river, ringing in every change he could invent, he sent for the last time his prophetic message, "Wet year!	false	2582.3	2600.23	18.725727
8195_117382_000070_000007	Wet year!"	Wet year!"	true	2600.42	2601.63	23.14048
8195_117382_000071_000000	Chapter 3	Chapter three	false	2601.63	2601.69	-2
8195_117382_000072_000000	"Come here!	"Come here!	false	2601.69	2601.75	-20
8195_117382_000072_000001	Come here!" entreated the Cardinal	Come here!" entreated the Cardinal	false	2601.75	2601.9	-20
8195_117382_000073_000000	He felt that his music was not reaching his standard as he burst into this new song.	He felt that his music was not reaching his standard as he burst into this new song.	false	2601.9	2602.41	-20
8195_117382_000073_000001	He was almost discouraged.	He was almost discouraged.	false	2602.41	2602.53	-20
8195_117382_000073_000002	No way seemed open to him but flight to the Limberlost, and he so disdained the swamp that love-making would lose something of its greatest charm if he were driven there for a mate.	No way seemed open to him but flight to the Limberlost, and he so disdained the swamp that love making would lose something of its greatest charm if he were driven there for a mate.	false	2602.53	2604.33	26.508156
8195_117382_000073_000003	The time seemed ripe for stringent measures, and the Cardinal was ready to take them; but how could he stringently urge a little mate that would not come on his imploring invitations? He listlessly pecked at the berries and flung abroad an inquiring "Chip!" With just an atom of hope, he frequently mounted to his choir-loft and issued an order that savoured far more of a plea, "Come here!	The time seemed ripe for stringent measures, and the Cardinal was ready to take them; but how could he stringently urge a little mate that would not come on his imploring invitations? He listlessly pecked at the berries and flung abroad an inquiring "Chip!" With just an atom of hope, he frequently mounted to his choir loft and issued an order that savoured far more of a plea, "Come here!	false	2604.33	2610.3	11.578909
8195_117382_000073_000004	Come here!" and then, leaning, he listened intently to the voice of the river, lest he fail to catch the faintest responsive "Chook!" it might bear.	Come here!" and then, leaning, he listened intently to the voice of the river, lest he fail to catch the faintest responsive "Chook!" it might bear.	false	2610.3	2612.52	-20
