5400_3587_000000_000000	POLLY'S BIG BUNDLE	POLLY'S BIG BUNDLE	true	24.54	26.05	22.230537
5400_3587_000182_000001	I--want--Jappy!"	I-want-Jappy!"	true	1516.82	1518.7	33.046223
5400_3587_000183_000000	"Goodness!" exclaimed the old gentleman, in the greatest alarm, "what is the matter with the boy!	"Goodness!" exclaimed the old gentleman, in the greatest alarm, "what is the matter with the boy!	true	1518.8	1523.64	23.695099
5400_3587_000183_000001	Do somebody stop him!"	Do somebody stop him!"	true	1523.64	1525.45	20.247005
5400_3587_000184_000000	"Joel," said Jasper, leaning over him, and trying to help Polly lift him up.	"joel," said Jasper, leaning over him, and trying to help Polly lift him up.	true	1525.7	1529.65	23.682474
5400_3587_000184_000001	"I'll tell you how we'll fix it!	"I'll tell you how we'll fix it!	true	1529.69	1531.53	26.5396
5400_3587_000184_000002	I'll be your brother.	I'll be your brother.	true	1531.53	1532.86	16.876228
5400_3587_000184_000003	That's best of all--brother to Polly, and Ben and the whole of you--then we'll see!"	That's best of all-brother to Polly, and Ben and the whole of you-then we'll see!"	false	1532.96	1537.87	24.014854
5400_3587_000185_000000	Joel bolted up at that, and began to smile through the tears running down the rosy face.	joel bolted up at that, and began to smile through the tears running down the rosy face.	true	1538.12	1542.46	21
5400_3587_000186_000000	"Will you, really?" he said, "just like Ben--and everything?"	"Will you, really?" he said, "just like Ben-and everything?"	true	1542.65	1546.21	20.484266
5400_3587_000187_000000	"I can't be as good as Ben," said Jappy, laughing, "but I'll be a real brother like him."	"I can't be as good as Ben," said Jappy, laughing, "but I'll be a real brother like him."	true	1546.52	1551.28	23.933685
5400_3587_000188_000000	"Phoo--phoo!	"Phoo-phoo!	true	1551.47	1552.38	28.837387
5400_3587_000188_000001	Then I don't care!" cried Joel wiping off the last tear on the back of his chubby hand.	Then I don't care!" cried joel wiping off the last tear on the back of his chubby hand.	false	1552.38	1556.65	17
5400_3587_000188_000002	"Now I guess we're better'n you," he exclaimed with a triumphant glance over at the little Whitneys, as he began to make the new shoes skip at a lively pace up and down the long room.	"Now I guess we're better'n you," he exclaimed with a triumphant glance over at the little Whitneys, as he began to make the new shoes skip at a lively pace up and down the long room.	false	1557.14	1566.61	22
5400_3587_000189_000000	"Oh, dear!" they both cried in great distress.	"Oh, dear!" they both cried in great distress.	true	1566.8	1569.25	25.614473
5400_3587_000190_000000	"Now, papa, Jappy's going to be Joey's brother--and he isn't anything but our old uncle!	"Now, papa, Jappy's going to be Joey's brother-and he isn't anything but our old uncle!	true	1569.53	1575.91	28.721193
5400_3587_000190_000001	Make him be ours more, papa, do!"	Make him be ours more, papa, do!"	true	1575.91	1578.52	34
5400_3587_000191_000000	And then Polly sprang up.	And then Polly sprang up.	true	1578.74	1580.35	24.932188
5400_3587_000192_000000	"Oh! oh--deary me!" And she rushed out into the hall and began to tug violently at the big bundle, tossed down in a corner.	"Oh! oh-deary me!" And she rushed out into the hall and began to tug violently at the big bundle, tossed down in a corner.	false	1580.45	1587.19	18
5400_3587_000192_000001	"Cherry'll die--Cherry'll die!" she cried, "do somebody help me off with the string!"	"Cherry'll die-Cherry'll die!" she cried, "do somebody help me off with the string!"	true	1587.19	1591.9	22
5400_3587_000193_000000	But Polly already had it off by the time Jasper's knife was half out of his pocket, and was kneeling down on the floor scooping out a big handful of the seed.	But Polly already had it off by the time Jasper's knife was half out of his pocket, and was kneeling down on the floor scooping out a big handful of the seed.	true	1591.97	1599.52	18
5400_3587_000194_000000	"Don't hurry so, Polly," said Jasper, as she jumped up to fly up-stairs. "He's had some a perfect age--he's all right."	"Don't hurry so, Polly," said Jasper, as she jumped up to fly up stairs. "He's had some a perfect age-he's all right."	true	1599.77	1607.12	25.87124
5400_3587_000195_000000	"What!" said Polly, stopping so suddenly that two or three little seeds flew out of the outstretched hand and went dancing away to the foot of the stairs by themselves.	"What!" said Polly, stopping so suddenly that two or three little seeds flew out of the outstretched hand and went dancing away to the foot of the stairs by themselves.	true	1607.12	1614.97	18
5400_3587_000196_000000	"Oh, I heard him scolding away there when I first came home," said Jasper, "so I just ran down a block or two, and got him some."	"Oh, I heard him scolding away there when I first came home," said Jasper, "so I just ran down a block or two, and got him some."	true	1614.97	1621.42	19
5400_3587_000197_000000	"Is that all there is in that big bundle?" said Joel in a disappointed tone, who had followed with extreme curiosity to see its contents. "Phoo!--that's no fun--old bird-seed!"	"Is that all there is in that big bundle?" said joel in a disappointed tone, who had followed with extreme curiosity to see its contents. "Phoo!--that's no fun-old bird seed!"	true	1621.43	1630.36	23.418137
5400_3587_000198_000000	"I know," said Polly with a gay little laugh, pointing with the handful of seed into the library, "but I shouldn't have met the other big bundle if it hadn't have been for this, Joe!"	"I know," said Polly with a gay little laugh, pointing with the handful of seed into the library, "but I shouldn't have met the other big bundle if it hadn't have been for this, Joe!"	true	1630.49	1640.04	24.672594
5400_3587_000199_000000	End of the Project Gutenberg EBook of Five Little Peppers And How They Grew, by Margaret Sidney	End of the Project Gutenberg EBook of Five Little Peppers And How They Grew, by Margaret Sidney	false	1640.04	1651.47	26.790014
