1731_142320_000000_000000	CHAPTER XLVI	CHAPTER forty six	true	1.23	2.46	18
1731_142320_000098_000003	But not before he knew what I had said.	But not before he knew what I had said.	true	1986.8	1989.16	19.678417
1731_142320_000098_000004	Oh, Mr. Bell!' She suddenly covered her face with her hands, as if wishing to hide herself from the presence of the recollection.	Oh, mr Bell!' She suddenly covered her face with her hands, as if wishing to hide herself from the presence of the recollection.	true	1989.41	1997.56	22.136984
1731_142320_000099_000000	'Did you have any explanation with him?	'Did you have any explanation with him?	true	1998.08	2000.32	20
1731_142320_000099_000001	Did you ever tell him the strong, instinctive motive?'	Did you ever tell him the strong, instinctive motive?'	true	2000.39	2003.65	22.605227
1731_142320_000100_000000	'The instinctive want of faith, and clutching at a sin to keep myself from sinking,' said she bitterly.	'The instinctive want of faith, and clutching at a sin to keep myself from sinking,' said she bitterly.	true	2004.11	2010.25	24
1731_142320_000100_000001	'No!	'No!	true	2010.32	2011.12	18.572104
1731_142320_000100_000002	How could I?	How could I?	true	2011.12	2012.2	23
1731_142320_000100_000003	He knew nothing of Frederick.	He knew nothing of Frederick.	true	2012.33	2014.33	24.375591
1731_142320_000100_000004	To put myself to rights in his good opinion, was I to tell him of the secrets of our family, involving, as they seemed to do, the chances of poor Frederick's entire exculpation?	To put myself to rights in his good opinion, was I to tell him of the secrets of our family, involving, as they seemed to do, the chances of poor Frederick's entire exculpation?	false	2014.34	2025.55	24
1731_142320_000100_000005	Fred's last words had been to enjoin me to keep his visit a secret from all.	Fred's last words had been to enjoin me to keep his visit a secret from all.	true	2025.83	2030.77	23
1731_142320_000100_000006	You see, papa never told, even you.	You see, papa never told, even you.	true	2030.84	2033.55	24
1731_142320_000100_000007	No!	No!	false	2033.55	2034.9	16.719137
1731_142320_000100_000008	I could bear the shame--I thought I could at least.	I could bear the shame-I thought I could at least.	true	2034.9	2038.18	25.298521
1731_142320_000100_000009	I did bear it.	I did bear it.	true	2038.28	2039.53	21.219091
1731_142320_000100_000010	Mr. Thornton has never respected me since.'	mr Thornton has never respected me since.'	true	2039.6	2042.23	22
1731_142320_000101_000000	'He respects you, I am sure,' said Mr. Bell. 'To be sure, it accounts a little for----.	'He respects you, I am sure,' said mr Bell. 'To be sure, it accounts a little for----.	true	2043.11	2049.04	19.559984
1731_142320_000101_000001	But he always speaks of you with regard and esteem, though now I understand certain reservations in his manner.'	But he always speaks of you with regard and esteem, though now I understand certain reservations in his manner.'	true	2049.89	2055.67	20.443428
1731_142320_000102_000000	Margaret did not speak; did not attend to what Mr. Bell went on to say; lost all sense of it.	Margaret did not speak; did not attend to what mr Bell went on to say; lost all sense of it.	true	2056.61	2062.69	24.806513
1731_142320_000102_000001	By-and-by she said:	By and by she said:	true	2062.85	2064.46	18.972271
1731_142320_000103_000000	'Will you tell me what you refer to about "reservations" in his manner of speaking of me?'	'Will you tell me what you refer to about "reservations" in his manner of speaking of me?'	true	2064.83	2070.16	19.93513
1731_142320_000104_000000	'Oh! simply he has annoyed me by not joining in my praises of you.	'Oh! simply he has annoyed me by not joining in my praises of you.	true	2071.01	2075.59	17.956419
1731_142320_000104_000001	Like an old fool, I thought that every one would have the same opinions as I had; and he evidently could not agree with me.	Like an old fool, I thought that every one would have the same opinions as I had; and he evidently could not agree with me.	true	2075.69	2082.3	21
1731_142320_000104_000002	I was puzzled at the time.	I was puzzled at the time.	true	2082.3	2084.08	21.698833
1731_142320_000104_000003	But he must be perplexed, if the affair has never been in the least explained.	But he must be perplexed, if the affair has never been in the least explained.	true	2084.15	2088.43	21.29961
1731_142320_000104_000004	There was first your walking out with a young man in the dark--'	There was first your walking out with a young man in the dark-'	true	2088.56	2092	21
1731_142320_000105_000000	'But it was my brother!' said Margaret, surprised.	'But it was my brother!' said Margaret, surprised.	true	2092.25	2095.45	21.365404
1731_142320_000106_000000	'True.	'True.	true	2095.64	2096.41	20.050468
1731_142320_000106_000001	But how was he to know that?'	But how was he to know that?'	true	2096.41	2098.03	20.474802
1731_142320_000107_000000	'I don't know.	'I don't know.	true	2098.73	2099.92	17.853403
1731_142320_000107_000001	I never thought of anything of that kind,' said Margaret, reddening, and looking hurt and offended.	I never thought of anything of that kind,' said Margaret, reddening, and looking hurt and offended.	true	2100.11	2105.95	20
1731_142320_000108_000000	'And perhaps he never would, but for the lie,--which, under the circumstances, I maintain, was necessary.'	'And perhaps he never would, but for the lie,--which, under the circumstances, I maintain, was necessary.'	true	2106.26	2113.33	19.206152
1731_142320_000109_000000	'It was not.	'It was not.	true	2114.03	2115.32	21.890318
1731_142320_000109_000001	I know it now.	I know it now.	true	2115.32	2116.65	21.861698
1731_142320_000109_000002	I bitterly repent it.'	I bitterly repent it.'	true	2116.65	2118.4	20.768682
1731_142320_000110_000000	There was a long pause of silence.	There was a long pause of silence.	true	2118.95	2121.16	20
1731_142320_000110_000001	Margaret was the first to speak.	Margaret was the first to speak.	true	2121.32	2123.53	25.508862
1731_142320_000111_000000	'I am not likely ever to see Mr. Thornton again,'--and there she stopped.	'I am not likely ever to see mr Thornton again,'--and there she stopped.	true	2124.47	2129.32	24.06856
1731_142320_000112_000000	'There are many things more unlikely, I should say,' replied Mr. Bell.	'There are many things more unlikely, I should say,' replied mr Bell.	true	2129.75	2134.12	24.05769
1731_142320_000113_000000	'But I believe I never shall.	'But I believe I never shall.	true	2135.06	2136.67	15
1731_142320_000113_000001	Still, somehow one does not like to have sunk so low in--in a friend's opinion as I have done in his.' Her eyes were full of tears, but her voice was steady, and Mr. Bell was not looking at her.	Still, somehow one does not like to have sunk so low in-in a friend's opinion as I have done in his.' Her eyes were full of tears, but her voice was steady, and mr Bell was not looking at her.	true	2137.16	2150.2	22.101086
1731_142320_000113_000002	'And now that Frederick has given up all hope, and almost all wish of ever clearing himself, and returning to England, it would be only doing myself justice to have all this explained.	'And now that Frederick has given up all hope, and almost all wish of ever clearing himself, and returning to England, it would be only doing myself justice to have all this explained.	true	2151.05	2162.17	22.881592
1731_142320_000113_000003	If you please, and if you can, if there is a good opportunity, (don't force an explanation upon him, pray,) but if you can, will you tell him the whole circumstances, and tell him also that I gave you leave to do so, because I felt that for papa's sake I should not like to lose his respect, though we may never be likely to meet again?'	If you please, and if you can, if there is a good opportunity, (don't force an explanation upon him, pray,) but if you can, will you tell him the whole circumstances, and tell him also that I gave you leave to do so, because I felt that for papa's sake I should not like to lose his respect, though we may never be likely to meet again?'	false	2162.63	2183.83	23.218855
1731_142320_000114_000000	'Certainly.	'Certainly.	true	2184.89	2185.86	28.960867
1731_142320_000114_000001	I think he ought to know.	I think he ought to know.	true	2185.86	2187.31	27.660572
1731_142320_000114_000002	I do not like you to rest even under the shadow of an impropriety; he would not know what to think of seeing you alone with a young man.'	I do not like you to rest even under the shadow of an impropriety; he would not know what to think of seeing you alone with a young man.'	true	2187.44	2194.96	18
1731_142320_000115_000000	'As for that,' said Margaret, rather haughtily, 'I hold it is "Honi soit qui mal y pense." Yet still I should choose to have it explained, if any natural opportunity for easy explanation occurs.	'As for that,' said Margaret, rather haughtily, 'I hold it is "Honi soit qui mal y pense." Yet still I should choose to have it explained, if any natural opportunity for easy explanation occurs.	false	2195.96	2209.45	22
1731_142320_000115_000001	But it is not to clear myself of any suspicion of improper conduct that I wish to have him told--if I thought that he had suspected me, I should not care for his good opinion--no! it is that he may learn how I was tempted, and how I fell into the snare; why I told that falsehood, in short.'	But it is not to clear myself of any suspicion of improper conduct that I wish to have him told-if I thought that he had suspected me, I should not care for his good opinion-no! it is that he may learn how I was tempted, and how I fell into the snare; why I told that falsehood, in short.'	false	2210.24	2229.13	21.141375
1731_142320_000116_000000	'Which I don't blame you for.	'Which I don't blame you for.	true	2229.74	2231.46	22.594118
1731_142320_000116_000001	It is no partiality of mine, I assure you.'	It is no partiality of mine, I assure you.'	true	2231.46	2234.29	17
1731_142320_000117_000000	'What other people may think of the rightness or wrongness is nothing in comparison to my own deep knowledge, my innate conviction that it was wrong.	'What other people may think of the rightness or wrongness is nothing in comparison to my own deep knowledge, my innate conviction that it was wrong.	true	2235.35	2244.25	22
1731_142320_000117_000001	But we will not talk of that any more, if you please.	But we will not talk of that any more, if you please.	true	2244.53	2247.07	17
1731_142320_000117_000002	It is done--my sin is sinned.	It is done-my sin is sinned.	true	2247.11	2249.92	24.399197
1731_142320_000117_000003	I have now to put it behind me, and be truthful for evermore, if I can.'	I have now to put it behind me, and be truthful for evermore, if I can.'	true	2249.96	2254.72	25.491055
1731_142320_000118_000000	'Very well.	'Very well.	true	2254.97	2255.92	24.993721
1731_142320_000118_000001	If you like to be uncomfortable and morbid, be so.	If you like to be uncomfortable and morbid, be so.	true	2255.99	2258.98	22.632788
1731_142320_000118_000002	I always keep my conscience as tight shut up as a jack-in-a-box, for when it jumps into existence it surprises me by its size.	I always keep my conscience as tight shut up as a jack in a box, for when it jumps into existence it surprises me by its size.	true	2259.02	2267.08	21
1731_142320_000118_000003	So I coax it down again, as the fisherman coaxed the genie.	So I coax it down again, as the fisherman coaxed the genie.	true	2267.15	2270.77	23
1731_142320_000118_000004	"Wonderful," say I, "to think that you have been concealed so long, and in so small a compass, that I really did not know of your existence.	"Wonderful," say I, "to think that you have been concealed so long, and in so small a compass, that I really did not know of your existence.	true	2270.93	2279.47	20
1731_142320_000118_000005	Pray, sir, instead of growing larger and larger every instant, and bewildering me with your misty outlines, would you once more compress yourself into your former dimensions?" And when I've got him down, don't I clap the seal on the vase, and take good care how I open it again, and how I go against Solomon, wisest of men, who confined him there.'	Pray, sir, instead of growing larger and larger every instant, and bewildering me with your misty outlines, would you once more compress yourself into your former dimensions?" And when I've got him down, don't I clap the seal on the vase, and take good care how I open it again, and how I go against Solomon, wisest of men, who confined him there.'	false	2279.51	2299.96	21
1731_142320_000119_000000	But it was no smiling matter to Margaret.	But it was no smiling matter to Margaret.	true	2300.87	2302.99	14.5195
1731_142320_000119_000001	She hardly attended to what Mr. Bell was saying.	She hardly attended to what mr Bell was saying.	true	2302.99	2305.78	18
1731_142320_000119_000002	Her thoughts ran upon the idea, before entertained, but which now had assumed the strength of a conviction, that Mr. Thornton no longer held his former good opinion of her--that he was disappointed in her.	Her thoughts ran upon the idea, before entertained, but which now had assumed the strength of a conviction, that mr Thornton no longer held his former good opinion of her-that he was disappointed in her.	true	2305.88	2318.68	22.889994
1731_142320_000119_000003	She did not feel as if any explanation could ever reinstate her--not in his love, for that and any return on her part she had resolved never to dwell upon, and she kept rigidly to her resolution--but in the respect and high regard which she had hoped would have ever made him willing, in the spirit of Gerald Griffin's beautiful lines,	She did not feel as if any explanation could ever reinstate her-not in his love, for that and any return on her part she had resolved never to dwell upon, and she kept rigidly to her resolution-but in the respect and high regard which she had hoped would have ever made him willing, in the spirit of Gerald Griffin's beautiful lines,	false	2318.81	2339.17	22
1731_142320_000120_000000	'To turn and look back when thou hearest The sound of my name.'	'To turn and look back when thou hearest The sound of my name.'	true	2339.48	2343.82	21.266459
1731_142320_000121_000000	She kept choking and swallowing all the time that she thought about it. She tried to comfort herself with the idea, that what he imagined her to be, did not alter the fact of what she was.	She kept choking and swallowing all the time that she thought about it. She tried to comfort herself with the idea, that what he imagined her to be, did not alter the fact of what she was.	true	2344.52	2355.19	21
1731_142320_000121_000001	But it was a truism, a phantom, and broke down under the weight of her regret.	But it was a truism, a phantom, and broke down under the weight of her regret.	true	2355.41	2360.38	22.89436
1731_142320_000121_000002	She had twenty questions on the tip of her tongue to ask Mr. Bell, but not one of them did she utter.	She had twenty questions on the tip of her tongue to ask mr Bell, but not one of them did she utter.	true	2360.45	2366.29	23.470898
1731_142320_000121_000003	Mr. Bell thought that she was tired, and sent her early to her room, where she sate long hours by the open window, gazing out on the purple dome above, where the stars arose, and twinkled and disappeared behind the great umbrageous trees before she went to bed. All night long too, there burnt a little light on earth; a candle in her old bedroom, which was the nursery with the present inhabitants of the parsonage, until the new one was built.	mr Bell thought that she was tired, and sent her early to her room, where she sate long hours by the open window, gazing out on the purple dome above, where the stars arose, and twinkled and disappeared behind the great umbrageous trees before she went to bed. All night long too, there burnt a little light on earth; a candle in her old bedroom, which was the nursery with the present inhabitants of the parsonage, until the new one was built.	false	2366.84	2394.31	22
1731_142320_000121_000004	A sense of change, of individual nothingness, of perplexity and disappointment, over-powered Margaret. Nothing had been the same; and this slight, all-pervading instability, had given her greater pain than if all had been too entirely changed for her to recognise it.	A sense of change, of individual nothingness, of perplexity and disappointment, over powered Margaret. Nothing had been the same; and this slight, all pervading instability, had given her greater pain than if all had been too entirely changed for her to recognise it.	true	2394.44	2411.74	22
1731_142320_000122_000000	'I begin to understand now what heaven must be--and, oh! the grandeur and repose of the words--"The same yesterday, to-day, and for ever." Everlasting!	'I begin to understand now what heaven must be-and, oh! the grandeur and repose of the words-"The same yesterday, to day, and for ever." Everlasting!	true	2412.62	2422.78	23.924788
1731_142320_000122_000001	"From everlasting to everlasting, Thou art God." That sky above me looks as though it could not change, and yet it will.	"From everlasting to everlasting, Thou art God." That sky above me looks as though it could not change, and yet it will.	true	2422.88	2431.12	22
1731_142320_000122_000002	I am so tired--so tired of being whirled on through all these phases of my life, in which nothing abides by me, no creature, no place; it is like the circle in which the victims of earthly passion eddy continually.	I am so tired-so tired of being whirled on through all these phases of my life, in which nothing abides by me, no creature, no place; it is like the circle in which the victims of earthly passion eddy continually.	true	2431.28	2445.82	23
1731_142320_000122_000003	I am in the mood in which women of another religion take the veil.	I am in the mood in which women of another religion take the veil.	true	2446.16	2449.96	15
1731_142320_000122_000004	I seek heavenly steadfastness in earthly monotony.	I seek heavenly steadfastness in earthly monotony.	true	2450.33	2453.68	18
1731_142320_000122_000005	If I were a Roman Catholic and could deaden my heart, stun it with some great blow, I might become a nun.	If I were a Roman Catholic and could deaden my heart, stun it with some great blow, I might become a nun.	true	2453.87	2460.58	23.648502
1731_142320_000122_000006	But I should pine after my kind; no, not my kind, for love for my species could never fill my heart to the utter exclusion of love for individuals.	But I should pine after my kind; no, not my kind, for love for my species could never fill my heart to the utter exclusion of love for individuals.	true	2460.98	2470.96	20
1731_142320_000122_000007	Perhaps it ought to be so, perhaps not; I cannot decide to-night.'	Perhaps it ought to be so, perhaps not; I cannot decide to night.'	true	2471.18	2476.15	22.842293
1731_142320_000123_000000	Wearily she went to bed, wearily she arose in four or five hours' time. But with the morning came hope, and a brighter view of things.	Wearily she went to bed, wearily she arose in four or five hours' time. But with the morning came hope, and a brighter view of things.	false	2476.67	2484.94	22
1731_142320_000124_000000	'After all it is right,' said she, hearing the voices of children at play while she was dressing.	'After all it is right,' said she, hearing the voices of children at play while she was dressing.	true	2485.49	2490.37	18
1731_142320_000124_000001	'If the world stood still, it would retrograde and become corrupt, if that is not Irish.	'If the world stood still, it would retrograde and become corrupt, if that is not Irish.	true	2490.62	2495.98	22
1731_142320_000124_000002	Looking out of myself, and my own painful sense of change, the progress all around me is right and necessary.	Looking out of myself, and my own painful sense of change, the progress all around me is right and necessary.	true	2496.23	2502.7	18
1731_142320_000124_000003	I must not think so much of how circumstances affect me myself, but how they affect others, if I wish to have a right judgment, or a hopeful trustful heart.' And with a smile ready in her eyes to quiver down to her lips, she went into the parlour and greeted Mr. Bell.	I must not think so much of how circumstances affect me myself, but how they affect others, if I wish to have a right judgment, or a hopeful trustful heart.' And with a smile ready in her eyes to quiver down to her lips, she went into the parlour and greeted mr Bell.	true	2502.89	2519.71	21.458338
1731_142320_000125_000000	'Ah, Missy! you were up late last night, and so you're late this morning.	'Ah, Missy! you were up late last night, and so you're late this morning.	true	2520.68	2525.17	20.555046
1731_142320_000125_000001	Now I've got a little piece of news for you.	Now I've got a little piece of news for you.	true	2525.3	2527.51	25.397552
1731_142320_000125_000002	What do you think of an invitation to dinner?	What do you think of an invitation to dinner?	true	2527.64	2530.48	24.58797
1731_142320_000125_000003	a morning call, literally in the dewy morning.	a morning call, literally in the dewy morning.	true	2530.64	2533.72	19
1731_142320_000125_000004	Why, I've had the Vicar here already, on his way to the school. How much the desire of giving our hostess a teetotal lecture for the benefit of the haymakers, had to do with his earliness, I don't know; but here he was, when I came down just before nine; and we are asked to dine there to-day.'	Why, I've had the Vicar here already, on his way to the school. How much the desire of giving our hostess a teetotal lecture for the benefit of the haymakers, had to do with his earliness, I don't know; but here he was, when I came down just before nine; and we are asked to dine there to day.'	true	2533.85	2550.46	22
1731_142320_000126_000000	'But Edith expects me back--I cannot go,' said Margaret, thankful to have so good an excuse.	'But Edith expects me back-I cannot go,' said Margaret, thankful to have so good an excuse.	true	2551.25	2556.79	22.719633
1731_142320_000127_000000	'Yes!	'Yes!	true	2557.22	2557.91	26.804
1731_142320_000127_000001	I know; so I told him.	I know; so I told him.	true	2557.91	2559.46	22.858658
1731_142320_000127_000002	I thought you would not want to go.	I thought you would not want to go.	true	2559.65	2561.5	24.448051
1731_142320_000127_000003	Still it is open, if you would like it.'	Still it is open, if you would like it.'	true	2561.51	2563.75	23
1731_142320_000128_000000	'Oh, no!' said Margaret.	'Oh, no!' said Margaret.	true	2564.24	2565.69	15.223492
1731_142320_000128_000001	'Let us keep to our plan.	'Let us keep to our plan.	true	2565.69	2567.17	22
1731_142320_000128_000002	Let us start at twelve.	Let us start at twelve.	true	2567.24	2568.61	28.439302
1731_142320_000128_000003	It is very good and kind of them; but indeed I could not go.'	It is very good and kind of them; but indeed I could not go.'	true	2568.61	2572.18	21.600739
1731_142320_000129_000000	'Very well.	'Very well.	true	2572.49	2573.32	18.862865
1731_142320_000129_000001	Don't fidget yourself, and I'll arrange it all.'	Don't fidget yourself, and I'll arrange it all.'	true	2573.57	2576.53	17.199232
1731_142320_000130_000000	Before they left Margaret stole round to the back of the Vicarage garden, and gathered a little straggling piece of honeysuckle.	Before they left Margaret stole round to the back of the Vicarage garden, and gathered a little straggling piece of honeysuckle.	true	2577.02	2583.76	22.451704
1731_142320_000130_000001	She would not take a flower the day before, for fear of being observed, and her motives and feelings commented upon.	She would not take a flower the day before, for fear of being observed, and her motives and feelings commented upon.	true	2583.89	2590.63	22
1731_142320_000130_000002	But as she returned across the common, the place was reinvested with the old enchanting atmosphere.	But as she returned across the common, the place was reinvested with the old enchanting atmosphere.	true	2590.76	2596.21	21
1731_142320_000130_000003	The common sounds of life were more musical there than anywhere else in the whole world, the light more golden, the life more tranquil and full of dreamy delight.	The common sounds of life were more musical there than anywhere else in the whole world, the light more golden, the life more tranquil and full of dreamy delight.	true	2596.4	2606.02	18
1731_142320_000130_000004	As Margaret remembered her feelings yesterday, she said to herself:	As Margaret remembered her feelings yesterday, she said to herself:	true	2606.12	2609.65	19.998611
1731_142320_000131_000000	'And I too change perpetually--now this, now that--now disappointed and peevish because all is not exactly as I had pictured it, and now suddenly discovering that the reality is far more beautiful than I had imagined it.	'And I too change perpetually-now this, now that-now disappointed and peevish because all is not exactly as I had pictured it, and now suddenly discovering that the reality is far more beautiful than I had imagined it.	false	2610.08	2624.14	22.89982
1731_142320_000131_000001	Oh, Helstone!	Oh, Helstone!	true	2624.27	2625.43	20.063263
1731_142320_000131_000002	I shall never love any place like you.	I shall never love any place like you.	true	2625.56	2628.13	19.918879
1731_142320_000132_000000	A few days afterwards, she had found her level, and decided that she was very glad to have been there, and that she had seen it again, and that to her it would always be the prettiest spot in the world, but that it was so full of associations with former days, and especially with her father and mother, that if it were all to come over again, she should shrink back from such another visit as that which she had paid with Mr. Bell.	A few days afterwards, she had found her level, and decided that she was very glad to have been there, and that she had seen it again, and that to her it would always be the prettiest spot in the world, but that it was so full of associations with former days, and especially with her father and mother, that if it were all to come over again, she should shrink back from such another visit as that which she had paid with mr Bell.	false	2628.5	2665.11	20.040539
