7481_101276_000000_000000	In this way Hans suddenly became rich--rich enough to buy a property of his own.	In this way Hans suddenly became rich-rich enough to buy a property of his own.	false	0	3.525	19.867151
7481_101276_000122_000000	'I know a little of these matters, and what you say shows me that you are under a herb enchantment--that is to say, that if you can find the herb whose smell woke you up the spell would be broken.'	'I know a little of these matters, and what you say shows me that you are under a herb enchantment-that is to say, that if you can find the herb whose smell woke you up the spell would be broken.'	true	2054.87	2067.97	19.96278
7481_101276_000123_000000	This was but small comfort for Jem, for how and where was he to find the herb?	This was but small comfort for Jem, for how and where was he to find the herb?	true	2068.61	2074.18	19.340673
7481_101276_000124_000000	About this time the grand duke had a visit from a neighbouring prince, a friend of his.	About this time the grand duke had a visit from a neighbouring prince, a friend of his.	true	2074.76	2080.21	23
7481_101276_000124_000001	He sent for Long Nose and said to him:	He sent for Long Nose and said to him:	true	2080.7	2083.33	21.522036
7481_101276_000125_000000	'Now is the time to show what you can really do.	'Now is the time to show what you can really do.	true	2083.55	2086.51	18
7481_101276_000125_000001	This prince who is staying with me has better dinners than any one except myself, and is a great judge of cooking.	This prince who is staying with me has better dinners than any one except myself, and is a great judge of cooking.	false	2086.85	2094.34	17.908125
7481_101276_000125_000002	As long as he is here you must take care that my table shall be served in a manner to surprise him constantly.	As long as he is here you must take care that my table shall be served in a manner to surprise him constantly.	true	2094.8	2101.78	18.392988
7481_101276_000125_000003	At the same time, on pain of my displeasure, take care that no dish shall appear twice.	At the same time, on pain of my displeasure, take care that no dish shall appear twice.	true	2102.36	2108.68	19.9123
7481_101276_000125_000004	Get everything you wish and spare nothing.	Get everything you wish and spare nothing.	true	2108.96	2111.62	19.44289
7481_101276_000125_000005	If you want to melt down gold and precious stones, do so.	If you want to melt down gold and precious stones, do so.	true	2111.9	2115.76	17
7481_101276_000125_000006	I would rather be a poor man than have to blush before him.'	I would rather be a poor man than have to blush before him.'	true	2116.16	2120.08	22.201872
7481_101276_000126_000000	The dwarf bowed and answered:	The dwarf bowed and answered:	true	2120.81	2122.87	18.647541
7481_101276_000127_000000	'Your highness shall be obeyed.	'Your highness shall be obeyed.	true	2122.97	2124.91	18.426273
7481_101276_000127_000001	I will do all in my power to please you and the prince.'	I will do all in my power to please you and the prince.'	true	2125.07	2128.81	18
7481_101276_000128_000000	From this time the little cook was hardly seen except in the kitchen, where, surrounded by his helpers, he gave orders, baked, stewed, flavoured and dished up all manner of dishes.	From this time the little cook was hardly seen except in the kitchen, where, surrounded by his helpers, he gave orders, baked, stewed, flavoured and dished up all manner of dishes.	true	2129.51	2141.98	22.254171
7481_101276_000129_000000	The prince had been a fortnight with the grand duke, and enjoyed himself mightily.	The prince had been a fortnight with the grand duke, and enjoyed himself mightily.	true	2142.47	2147.26	20.714428
7481_101276_000129_000001	They ate five times a day, and the duke had every reason to be content with the dwarf's talents, for he saw how pleased his guest looked.	They ate five times a day, and the duke had every reason to be content with the dwarf's talents, for he saw how pleased his guest looked.	true	2147.51	2156.29	21.102453
7481_101276_000129_000002	On the fifteenth day the duke sent for the dwarf and presented him to the prince.	On the fifteenth day the duke sent for the dwarf and presented him to the prince.	true	2156.54	2161.78	20.91553
7481_101276_000130_000000	'You are a wonderful cook,' said the prince, 'and you certainly know what is good.	'You are a wonderful cook,' said the prince, 'and you certainly know what is good.	true	2162.42	2167.54	21.41114
7481_101276_000130_000001	All the time I have been here you have never repeated a dish, and all were excellent.	All the time I have been here you have never repeated a dish, and all were excellent.	true	2167.76	2173.66	20.561934
7481_101276_000130_000002	But tell me why you have never served the queen of all dishes, a Suzeraine Pasty?'	But tell me why you have never served the queen of all dishes, a Suzeraine Pasty?'	true	2173.82	2180.23	20.128468
7481_101276_000131_000000	The dwarf felt frightened, for he had never heard of this Queen of Pasties before.	The dwarf felt frightened, for he had never heard of this Queen of Pasties before.	false	2180.78	2185.57	18.667294
7481_101276_000131_000001	But he did not lose his presence of mind, and replied:	But he did not lose his presence of mind, and replied:	true	2186.12	2189.44	20.503479
7481_101276_000132_000000	'I have waited, hoping that your highness' visit here would last some time, for I proposed to celebrate the last day of your stay with this truly royal dish.'	'I have waited, hoping that your highness' visit here would last some time, for I proposed to celebrate the last day of your stay with this truly royal dish.'	false	2189.84	2200.06	19.929092
7481_101276_000133_000000	'Indeed,' laughed the grand duke; 'then I suppose you would have waited for the day of my death to treat me to it, for you have never sent it up to me yet.	'Indeed,' laughed the grand duke; 'then I suppose you would have waited for the day of my death to treat me to it, for you have never sent it up to me yet.	true	2200.46	2210.2	20.808018
7481_101276_000133_000001	However, you will have to invent some other farewell dish, for the pasty must be on my table to-morrow.'	However, you will have to invent some other farewell dish, for the pasty must be on my table to morrow.'	true	2210.69	2217.43	21.621952
7481_101276_000134_000000	'As your highness pleases,' said the dwarf, and took leave.	'As your highness pleases,' said the dwarf, and took leave.	true	2217.92	2221.87	19.905458
7481_101276_000135_000000	But it did not please HIM at all.	But it did not please HIM at all.	true	2222.42	2225.05	21.830122
7481_101276_000135_000001	The moment of disgrace seemed at hand, for he had no idea how to make this pasty.	The moment of disgrace seemed at hand, for he had no idea how to make this pasty.	true	2225.42	2231.56	19
7481_101276_000135_000002	He went to his rooms very sad.	He went to his rooms very sad.	true	2232.08	2234.65	19
7481_101276_000135_000003	As he sat there lost in thought the goose Mimi, who was left free to walk about, came up to him and asked what was the matter?	As he sat there lost in thought the goose Mimi, who was left free to walk about, came up to him and asked what was the matter?	true	2234.96	2244.46	20.550028
7481_101276_000135_000004	When she heard she said:	When she heard she said:	true	2244.83	2246.77	20.189829
7481_101276_000136_000000	'Cheer up, my friend.	'Cheer up, my friend.	true	2246.84	2248.36	18
7481_101276_000136_000001	I know the dish quite well: we often had it at home, and I can guess pretty well how it was made.' Then she told him what to put in, adding: 'I think that will be all right, and if some trifle is left out perhaps they won't find it out.'	I know the dish quite well: we often had it at home, and I can guess pretty well how it was made.' Then she told him what to put in, adding: 'I think that will be all right, and if some trifle is left out perhaps they won't find it out.'	true	2248.46	2265.46	20.526703
7481_101276_000137_000000	Sure enough, next day a magnificent pasty all wreathed round with flowers was placed on the table.	Sure enough, next day a magnificent pasty all wreathed round with flowers was placed on the table.	true	2265.98	2273.35	20.198944
7481_101276_000137_000001	Jem himself put on his best clothes and went into the dining hall.	Jem himself put on his best clothes and went into the dining hall.	true	2274.14	2279.11	19.054874
7481_101276_000137_000002	As he entered the head carver was in the act of cutting up the pie and helping the duke and his guests.	As he entered the head carver was in the act of cutting up the pie and helping the duke and his guests.	true	2279.84	2286.67	21.489899
7481_101276_000137_000003	The grand duke took a large mouthful and threw up his eyes as he swallowed it.	The grand duke took a large mouthful and threw up his eyes as he swallowed it.	true	2287.04	2292.16	20.165422
7481_101276_000138_000000	'Oh! oh! this may well be called the Queen of Pasties, and at the same time my dwarf must be called the king of cooks.	'Oh! oh! this may well be called the Queen of Pasties, and at the same time my dwarf must be called the king of cooks.	false	2292.65	2302.27	20.41661
7481_101276_000138_000001	Don't you think so, dear friend?'	Don't you think so, dear friend?'	true	2302.4	2304.43	18.25132
7481_101276_000139_000000	The prince took several small pieces, tasted and examined carefully, and then said with a mysterious and sarcastic smile:	The prince took several small pieces, tasted and examined carefully, and then said with a mysterious and sarcastic smile:	true	2305.13	2314.24	20.528414
7481_101276_000140_000000	'The dish is very nicely made, but the Suzeraine is not quite complete--as I expected.'	'The dish is very nicely made, but the Suzeraine is not quite complete-as I expected.'	true	2315.03	2322.16	21.46893
7481_101276_000141_000000	The grand duke flew into a rage.	The grand duke flew into a rage.	true	2322.74	2325.28	20.127094
7481_101276_000142_000000	'Dog of a cook,' he shouted; 'how dare you serve me so?	'Dog of a cook,' he shouted; 'how dare you serve me so?	true	2325.38	2329.57	20.431782
7481_101276_000142_000001	I've a good mind to chop off your great head as a punishment.'	I've a good mind to chop off your great head as a punishment.'	true	2329.88	2333.74	21.852654
7481_101276_000143_000000	'For mercy's sake, don't, your highness!	'For mercy's sake, don't, your highness!	true	2334.17	2336.71	19.942947
7481_101276_000143_000001	I made the pasty according to the best rules; nothing has been left out.	I made the pasty according to the best rules; nothing has been left out.	true	2336.84	2341.87	20.853918
7481_101276_000143_000002	Ask the prince what else I should have put in.'	Ask the prince what else I should have put in.'	true	2342.03	2344.81	18.46474
7481_101276_000144_000000	The prince laughed.	The prince laughed.	true	2345.36	2346.79	21.325298
7481_101276_000144_000001	'I was sure you could not make this dish as well as my cook, friend Long Nose.	'I was sure you could not make this dish as well as my cook, friend Long Nose.	false	2347.07	2352.36	19.888062
7481_101276_000144_000002	Know, then, that a herb is wanting called Relish, which is not known in this country, but which gives the pasty its peculiar flavour, and without which your master will never taste it to perfection.'	Know, then, that a herb is wanting called Relish, which is not known in this country, but which gives the pasty its peculiar flavour, and without which your master will never taste it to perfection.'	true	2352.36	2365.78	20.189552
7481_101276_000145_000000	The grand duke was more furious than ever.	The grand duke was more furious than ever.	true	2366.93	2369.71	19.32562
7481_101276_000146_000000	'But I WILL taste it to perfection,' he roared.	'But I WILL taste it to perfection,' he roared.	true	2370.14	2373.52	17.431583
7481_101276_000146_000001	'Either the pasty must be made properly to-morrow or this rascal's head shall come off.	'Either the pasty must be made properly to morrow or this rascal's head shall come off.	true	2373.68	2379.67	20.36631
7481_101276_000146_000002	Go, scoundrel, I give you twenty-four hours respite.'	Go, scoundrel, I give you twenty four hours respite.'	true	2379.74	2383.36	20.072308
7481_101276_000147_000000	The poor dwarf hurried back to his room, and poured out his grief to the goose.	The poor dwarf hurried back to his room, and poured out his grief to the goose.	true	2384.06	2389.24	21.043493
7481_101276_000148_000000	'Oh, is that all,' said she, 'then I can help you, for my father taught me to know all plants and herbs.	'Oh, is that all,' said she, 'then I can help you, for my father taught me to know all plants and herbs.	true	2389.79	2397.19	22.82208
7481_101276_000148_000001	Luckily this is a new moon just now, for the herb only springs up at such times.	Luckily this is a new moon just now, for the herb only springs up at such times.	true	2397.32	2403.22	20.361458
7481_101276_000148_000002	But tell me, are there chestnut trees near the palace?'	But tell me, are there chestnut trees near the palace?'	true	2403.47	2406.82	20.154308
7481_101276_000149_000000	'Oh, yes!' cried Long Nose, much relieved; 'near the lake--only a couple of hundred yards from the palace--is a large clump of them.	'Oh, yes!' cried Long Nose, much relieved; 'near the lake-only a couple of hundred yards from the palace-is a large clump of them.	false	2407.64	2416.45	19.102589
7481_101276_000149_000001	But why do you ask?'	But why do you ask?'	true	2416.73	2418.4	17.035282
7481_101276_000150_000000	'Because the herb only grows near the roots of chestnut trees,' replied Mimi; 'so let us lose no time in finding it.	'Because the herb only grows near the roots of chestnut trees,' replied Mimi; 'so let us lose no time in finding it.	true	2418.74	2426.47	21.203274
7481_101276_000150_000001	Take me under your arm and put me down out of doors, and I'll hunt for it.'	Take me under your arm and put me down out of doors, and I'll hunt for it.'	false	2426.75	2431.81	20.418343
7481_101276_000151_000000	He did as she bade, and as soon as they were in the garden put her on the ground, when she waddled off as fast as she could towards the lake, Jem hurrying after her with an anxious heart, for he knew that his life depended on her success.	He did as she bade, and as soon as they were in the garden put her on the ground, when she waddled off as fast as she could towards the lake, Jem hurrying after her with an anxious heart, for he knew that his life depended on her success.	true	2432.27	2447.71	20.308134
7481_101276_000151_000001	The goose hunted everywhere, but in vain.	The goose hunted everywhere, but in vain.	true	2448.11	2451.01	18.153679
7481_101276_000151_000002	She searched under each chestnut tree, turning every blade of grass with her bill--nothing to be seen, and evening was drawing on!	She searched under each chestnut tree, turning every blade of grass with her bill-nothing to be seen, and evening was drawing on!	true	2451.23	2461.18	19.908918
7481_101276_000152_000000	Suddenly the dwarf noticed a big old tree standing alone on the other side of the lake.	Suddenly the dwarf noticed a big old tree standing alone on the other side of the lake.	true	2461.88	2467.54	21.552967
7481_101276_000152_000001	'Look,' cried he, 'let us try our luck there.'	'Look,' cried he, 'let us try our luck there.'	true	2467.64	2470.84	17.780375
7481_101276_000153_000000	The goose fluttered and skipped in front, and he ran after as fast as his little legs could carry him.	The goose fluttered and skipped in front, and he ran after as fast as his little legs could carry him.	true	2471.45	2478.64	21.475748
7481_101276_000153_000001	The tree cast a wide shadow, and it was almost dark beneath it, but suddenly the goose stood still, flapped her wings with joy, and plucked something, which she held out to her astonished friend, saying: 'There it is, and there is more growing here, so you will have no lack of it.'	The tree cast a wide shadow, and it was almost dark beneath it, but suddenly the goose stood still, flapped her wings with joy, and plucked something, which she held out to her astonished friend, saying: 'There it is, and there is more growing here, so you will have no lack of it.'	true	2479.04	2497.81	21.692263
7481_101276_000154_000000	The dwarf stood gazing at the plant.	The dwarf stood gazing at the plant.	true	2498.54	2500.83	18.766796
7481_101276_000154_000001	It gave out a strong sweet scent, which reminded him of the day of his enchantment.	It gave out a strong sweet scent, which reminded him of the day of his enchantment.	false	2500.83	2507.02	20.358112
7481_101276_000154_000002	The stems and leaves were a bluish green, and it bore a dark, bright red flower with a yellow edge.	The stems and leaves were a bluish green, and it bore a dark, bright red flower with a yellow edge.	true	2507.42	2514.55	21.129686
7481_101276_000155_000000	'What a wonder!' cried Long Nose. 'I do believe this is the very herb which changed me from a squirrel into my present miserable form.	'What a wonder!' cried Long Nose. 'I do believe this is the very herb which changed me from a squirrel into my present miserable form.	true	2515.1	2524.15	19
7481_101276_000155_000001	Shall I try an experiment?'	Shall I try an experiment?'	true	2524.64	2526.73	18
7481_101276_000156_000000	'Not yet,' said the goose.	'Not yet,' said the goose.	true	2527.43	2529.16	24.959581
7481_101276_000156_000001	'Take a good handful of the herb with you, and let us go to your rooms.	'Take a good handful of the herb with you, and let us go to your rooms.	true	2529.92	2534.65	19.537888
7481_101276_000156_000002	We will collect all your money and clothes together, and then we will test the powers of the herb.'	We will collect all your money and clothes together, and then we will test the powers of the herb.'	true	2534.78	2540.71	19.687325
7481_101276_000157_000000	So they went back to Jem's rooms, and here he gathered together some fifty ducats he had saved, his clothes and shoes, and tied them all up in a bundle.	So they went back to Jem's rooms, and here he gathered together some fifty ducats he had saved, his clothes and shoes, and tied them all up in a bundle.	true	2541.23	2552.14	21.36151
7481_101276_000157_000001	Then he plunged his face into the bunch of herbs, and drew in their perfume.	Then he plunged his face into the bunch of herbs, and drew in their perfume.	true	2552.51	2557.81	19.237497
7481_101276_000158_000000	As he did so, all his limbs began to crack and stretch; he felt his head rising above his shoulders; he glanced down at his nose, and saw it grow smaller and smaller; his chest and back grew flat, and his legs grew long.	As he did so, all his limbs began to crack and stretch; he felt his head rising above his shoulders; he glanced down at his nose, and saw it grow smaller and smaller; his chest and back grew flat, and his legs grew long.	true	2558.42	2576.41	19.898499
7481_101276_000159_000000	The goose looked on in amazement.	The goose looked on in amazement.	true	2577.17	2579.41	18.702663
7481_101276_000159_000001	'Oh, how big and how beautiful you are!' she cried.	'Oh, how big and how beautiful you are!' she cried.	true	2579.66	2583.1	21
7481_101276_000159_000002	'Thank heaven, you are quite changed.'	'Thank heaven, you are quite changed.'	true	2583.29	2586.1	20.45046
7481_101276_000160_000000	Jem folded his hands in thanks, as his heart swelled with gratitude.	Jem folded his hands in thanks, as his heart swelled with gratitude.	false	2586.29	2591.56	21.575077
7481_101276_000160_000001	But his joy did not make him forget all he owed to his friend Mimi.	But his joy did not make him forget all he owed to his friend Mimi.	true	2591.6	2595.82	19
7481_101276_000161_000000	'I owe you my life and my release,' he said, 'for without you I should never have regained my natural shape, and, indeed, would soon have been beheaded.	'I owe you my life and my release,' he said, 'for without you I should never have regained my natural shape, and, indeed, would soon have been beheaded.	true	2596.22	2607.04	21.367018
7481_101276_000161_000001	I will now take you back to your father, who will certainly know how to disenchant you.'	I will now take you back to your father, who will certainly know how to disenchant you.'	true	2607.41	2613.1	20.088419
7481_101276_000162_000000	The goose accepted his offer with joy, and they managed to slip out of the palace unnoticed by anyone.	The goose accepted his offer with joy, and they managed to slip out of the palace unnoticed by anyone.	true	2613.11	2619.91	20.75836
7481_101276_000163_000000	They got through the journey without accident, and the wizard soon released his daughter, and loaded Jem with thanks and valuable presents. He lost no time in hastening back to his native town, and his parents were very ready to recognise the handsome, well-made young man as their long-lost son.	They got through the journey without accident, and the wizard soon released his daughter, and loaded Jem with thanks and valuable presents. He lost no time in hastening back to his native town, and his parents were very ready to recognise the handsome, well made young man as their long lost son.	true	2620.7	2640.73	20.612202
7481_101276_000163_000001	With the money given him by the wizard he opened a shop, which prospered well, and he lived long and happily.	With the money given him by the wizard he opened a shop, which prospered well, and he lived long and happily.	true	2641.28	2648.65	19.945696
7481_101276_000164_000000	I must not forget to mention that much disturbance was caused in the palace by Jem's sudden disappearance, for when the grand duke sent orders next day to behead the dwarf, if he had not found the necessary herbs, the dwarf was not to be found.	I must not forget to mention that much disturbance was caused in the palace by Jem's sudden disappearance, for when the grand duke sent orders next day to behead the dwarf, if he had not found the necessary herbs, the dwarf was not to be found.	true	2649.29	2665.06	20.879482
7481_101276_000164_000001	The prince hinted that the duke had allowed his cook to escape, and had therefore broken his word.	The prince hinted that the duke had allowed his cook to escape, and had therefore broken his word.	true	2665.31	2671.6	23
7481_101276_000164_000002	The matter ended in a great war between the two princes, which was known in history as the 'Herb War.' After many battles and much loss of life, a peace was at last concluded, and this peace became known as the 'Pasty Peace,' because at the banquet given in its honour the prince's cook dished up the Queen of Pasties--the Suzeraine--and the grand duke declared it to be quite excellent.	The matter ended in a great war between the two princes, which was known in history as the 'Herb War.' After many battles and much loss of life, a peace was at last concluded, and this peace became known as the 'Pasty Peace,' because at the banquet given in its honour the prince's cook dished up the Queen of Pasties-the Suzeraine-and the grand duke declared it to be quite excellent.	false	2671.91	2713.05	19.978941
